,CTDC_hydrophobicity_PRAM900101.G1,CTDC_hydrophobicity_PRAM900101.G2,CTDC_hydrophobicity_PRAM900101.G3,CTDC_hydrophobicity_ARGP820101.G1,CTDC_hydrophobicity_ARGP820101.G2,CTDC_hydrophobicity_ARGP820101.G3,CTDC_hydrophobicity_ZIMJ680101.G1,CTDC_hydrophobicity_ZIMJ680101.G2,CTDC_hydrophobicity_ZIMJ680101.G3,CTDC_hydrophobicity_PONP930101.G1,CTDC_hydrophobicity_PONP930101.G2,CTDC_hydrophobicity_PONP930101.G3,CTDC_hydrophobicity_CASG920101.G1,CTDC_hydrophobicity_CASG920101.G2,CTDC_hydrophobicity_CASG920101.G3,CTDC_hydrophobicity_ENGD860101.G1,CTDC_hydrophobicity_ENGD860101.G2,CTDC_hydrophobicity_ENGD860101.G3,CTDC_hydrophobicity_FASG890101.G1,CTDC_hydrophobicity_FASG890101.G2,CTDC_hydrophobicity_FASG890101.G3,CTDC_normwaalsvolume.G1,CTDC_normwaalsvolume.G2,CTDC_normwaalsvolume.G3,CTDC_polarity.G1,CTDC_polarity.G2,CTDC_polarity.G3,CTDC_polarizability.G1,CTDC_polarizability.G2,CTDC_polarizability.G3,CTDC_charge.G1,CTDC_charge.G2,CTDC_charge.G3,CTDC_secondarystruct.G1,CTDC_secondarystruct.G2,CTDC_secondarystruct.G3,CTDC_solventaccess.G1,CTDC_solventaccess.G2,CTDC_solventaccess.G3
P-0062,0.0,0.6666666666666666,0.33333333333333337,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.0,0.6666666666666666,0.33333333333333337,0.0,1.0,0.0,0.0,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.6666666666666666,0.0,0.33333333333333337,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.6666666666666666,0.0,0.33333333333333337,0.0,1.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.33333333333333337
P-0063,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.3333333333333333,0.16666666666666669,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.5,0.16666666666666666,0.33333333333333337,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.0,0.5,0.5,0.3333333333333333,0.5,0.16666666666666674,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.5,0.16666666666666674,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333334
P-0064,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.16666666666666666,0.33333333333333337,0.0,0.5,0.5,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.3333333333333333,0.5,0.16666666666666674
P-0065,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.5,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.0,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.5,0.33333333333333337,0.5,0.16666666666666666,0.33333333333333337,0.16666666666666666,0.5,0.33333333333333337,0.0,1.0,0.0,0.5,0.3333333333333333,0.16666666666666669,0.6666666666666666,0.16666666666666666,0.1666666666666667
P-0066,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,1.0,0.0,0.0,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.0,1.0,0.0,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.16666666666666674
P-0067,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.8333333333333334,0.0,0.16666666666666663,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.3333333333333333,0.16666666666666669,0.16666666666666666,0.5,0.33333333333333337,0.5,0.3333333333333333,0.16666666666666669,0.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.16666666666666666,0.3333333333333333,0.5
P-0068,0.5,0.5,0.0,0.0,0.6666666666666666,0.33333333333333337,0.16666666666666666,0.5,0.33333333333333337,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.5,0.3333333333333333,0.16666666666666669,0.5,0.0,0.5,0.0,0.5,0.5,0.16666666666666666,0.3333333333333333,0.5,0.5,0.5,0.0,0.6666666666666666,0.0,0.33333333333333337,0.16666666666666666,0.5,0.33333333333333337
P-0069,0.3333333333333333,0.5,0.16666666666666674,0.3333333333333333,0.5,0.16666666666666674,0.8333333333333334,0.0,0.16666666666666663,0.3333333333333333,0.5,0.16666666666666674,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.3333333333333333,0.5,0.16666666666666674,0.3333333333333333,0.0,0.6666666666666667,0.5,0.5,0.0,0.16666666666666666,0.5,0.33333333333333337,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,5.551115123125783e-17
P-0070,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.3333333333333333,0.5,0.16666666666666674,0.8333333333333334,0.0,0.16666666666666663,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.0,0.6666666666666666,0.33333333333333337,0.5,0.5,0.0,0.0,1.0,0.0,0.8333333333333334,0.0,0.16666666666666663,0.5,0.3333333333333333,0.16666666666666669
P-0071,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.5,0.0,0.5,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666667,0.3333333333333333,0.5,0.16666666666666674,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.5,0.16666666666666674,0.0,1.0,0.0,0.3333333333333333,0.5,0.16666666666666674,0.6666666666666666,0.16666666666666666,0.1666666666666667
P-0072,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.16666666666666666,0.5,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.5,0.16666666666666674,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.0,0.6666666666666667,0.16666666666666666,0.5,0.33333333333333337,0.5,0.16666666666666666,0.33333333333333337,0.16666666666666666,0.5,0.33333333333333337,0.16666666666666666,0.8333333333333334,0.0,0.5,0.5,0.0,0.5,0.3333333333333333,0.16666666666666669
P-0073,0.16666666666666666,0.8333333333333334,0.0,0.5,0.3333333333333333,0.16666666666666669,0.8333333333333334,0.0,0.16666666666666663,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.16666666666666666,0.5,0.33333333333333337,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.0,0.8333333333333334,0.16666666666666663,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.0,1.0,0.0,0.5,0.0,0.5,0.6666666666666666,0.16666666666666666,0.1666666666666667
P-0074,0.16666666666666666,0.8333333333333334,0.0,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,1.0,0.0,0.0,0.5,0.5,0.0,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.16666666666666666,0.8333333333333334,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.0,0.8333333333333334,0.16666666666666663,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.0,1.0,0.0,0.3333333333333333,0.0,0.6666666666666667,0.5,0.16666666666666666,0.33333333333333337
P-0075,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,1.0,0.0,0.0,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.0,1.0,0.0,0.6666666666666666,0.0,0.33333333333333337,0.16666666666666666,0.6666666666666666,0.16666666666666674
P-0076,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.3333333333333333,0.5,0.16666666666666674,0.0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.5,0.16666666666666674,0.16666666666666666,0.8333333333333334,0.0,0.6666666666666666,0.0,0.33333333333333337,0.16666666666666666,0.6666666666666666,0.16666666666666674
P-0077,0.16666666666666666,0.8333333333333334,0.0,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.8333333333333334,0.0,0.16666666666666663,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.5,0.16666666666666666,0.33333333333333337,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.16666666666666666,0.16666666666666666,0.6666666666666667
P-0078,0.16666666666666666,0.8333333333333334,0.0,0.3333333333333333,0.5,0.16666666666666674,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.3333333333333333,0.5,0.16666666666666674,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.5,0.5,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.5,0.16666666666666666,0.33333333333333337,0.16666666666666666,0.5,0.33333333333333337,0.5,0.16666666666666666,0.33333333333333337,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.3333333333333333,0.16666666666666666,0.5000000000000001
P-0080,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.16666666666666666,0.33333333333333337,0.8333333333333334,0.0,0.16666666666666663,0.5,0.16666666666666666,0.33333333333333337,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.5,0.16666666666666674,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.3333333333333333,0.16666666666666669,0.0,0.8333333333333334,0.16666666666666663,0.5,0.3333333333333333,0.16666666666666669,0.5,0.3333333333333333,0.16666666666666669
P-0081,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.5,0.5,0.0,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.5,0.3333333333333333,0.16666666666666669,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.16666666666666666,0.5,0.33333333333333337,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.16666666666666666,0.8333333333333334,0.0,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.3333333333333333,0.16666666666666666,0.5000000000000001
P-0083,0.16666666666666666,0.5,0.33333333333333337,0.3333333333333333,0.5,0.16666666666666674,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.5,0.16666666666666674,0.16666666666666666,0.5,0.33333333333333337,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.5,0.16666666666666674,0.5,0.3333333333333333,0.16666666666666669,0.0,1.0,0.0,0.5,0.5,0.0,0.6666666666666666,0.16666666666666666,0.1666666666666667
P-0084,0.16666666666666666,0.5,0.33333333333333337,0.5,0.3333333333333333,0.16666666666666669,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.5,0.16666666666666666,0.33333333333333337,0.5,0.3333333333333333,0.16666666666666669,0.16666666666666666,0.5,0.33333333333333337,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.3333333333333333,0.5,0.16666666666666674,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.0,0.8333333333333334,0.16666666666666663,0.16666666666666666,0.5,0.33333333333333337,0.5,0.16666666666666666,0.33333333333333337
P-0085,0.3333333333333333,0.5,0.16666666666666674,0.5,0.5,0.0,0.8333333333333334,0.16666666666666666,-2.7755575615628914e-17,0.5,0.3333333333333333,0.16666666666666669,0.5,0.5,0.0,0.3333333333333333,0.5,0.16666666666666674,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.16666666666666666,0.5,0.33333333333333337,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.0,0.8333333333333334,0.16666666666666663,0.5,0.3333333333333333,0.16666666666666669,0.5,0.3333333333333333,0.16666666666666669
P-0087,0.0,0.6666666666666666,0.33333333333333337,0.5,0.5,0.0,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.5,0.0,0.0,0.6666666666666666,0.33333333333333337,0.0,0.5,0.5,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.0,1.0,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.6666666666666666,0.0,0.33333333333333337
P-0088,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.3333333333333333,0.5,0.16666666666666674,0.8333333333333334,0.0,0.16666666666666663,0.3333333333333333,0.5,0.16666666666666674,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.5,0.5,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.5,0.3333333333333333,0.16666666666666669,0.16666666666666666,0.5,0.33333333333333337,0.5,0.3333333333333333,0.16666666666666669,0.0,1.0,0.0,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.5,0.3333333333333333,0.16666666666666669
P-0089,0.0,0.5,0.5,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.3333333333333333,0.5,0.16666666666666674,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.16666666666666666,0.3333333333333333,0.5,0.0,0.16666666666666666,0.8333333333333334,0.5,0.3333333333333333,0.16666666666666669,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.3333333333333333,0.5,0.16666666666666674,0.0,1.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.6666666666666666,0.0,0.33333333333333337
P-0090,0.0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.0,0.3333333333333333,0.6666666666666667,0.0,0.3333333333333333,0.6666666666666667,0.5,0.5,0.0,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.0,1.0,0.0,0.0,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0
P-0092,0.3333333333333333,0.5,0.16666666666666674,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.8333333333333334,0.0,0.16666666666666663,0.5,0.3333333333333333,0.16666666666666669,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.16666666666666666,0.5,0.33333333333333337,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.0,1.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333334
P-0093,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.16666666666666666,0.5,0.33333333333333337,0.16666666666666666,0.5,0.33333333333333337,0.3333333333333333,0.0,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.0,0.5,0.3333333333333333,0.0,0.6666666666666667,0.16666666666666666,0.5,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.0,0.6666666666666666,0.33333333333333337,0.16666666666666666,0.8333333333333334,0.0,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.5,0.3333333333333333,0.16666666666666669
P-0094,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.5,0.3333333333333333,0.16666666666666669,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.5,0.16666666666666666,0.33333333333333337,0.16666666666666666,0.8333333333333334,0.0,0.0,1.0,0.0,0.16666666666666666,0.5,0.33333333333333337,0.6666666666666666,0.3333333333333333,5.551115123125783e-17
P-0100,0.5,0.5,0.0,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.8333333333333334,0.0,0.16666666666666663,0.5,0.3333333333333333,0.16666666666666669,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.5,0.16666666666666666,0.33333333333333337,0.5,0.3333333333333333,0.16666666666666669,0.16666666666666666,0.3333333333333333,0.5,0.5,0.3333333333333333,0.16666666666666669,0.0,0.8333333333333334,0.16666666666666663,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.5,0.16666666666666674
P-0101,0.16666666666666666,0.5,0.33333333333333337,0.3333333333333333,0.5,0.16666666666666674,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.5,0.3333333333333333,0.16666666666666669,0.5,0.3333333333333333,0.16666666666666669,0.5,0.3333333333333333,0.16666666666666669,0.0,0.8333333333333334,0.16666666666666663,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.5,0.16666666666666666,0.33333333333333337
P-0102,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.5,0.16666666666666674,0.5,0.3333333333333333,0.16666666666666669,0.5,0.16666666666666666,0.33333333333333337,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.0,0.5,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.3333333333333333,0.16666666666666669,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.3333333333333333,0.16666666666666669
P-0103,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.5,0.3333333333333333,0.16666666666666669,0.5,0.3333333333333333,0.16666666666666669,0.5,0.0,0.5,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.16666666666666666,0.3333333333333333,0.5,0.5,0.5,0.0,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.0,0.8333333333333334,0.16666666666666663,0.0,0.6666666666666666,0.33333333333333337,0.5,0.3333333333333333,0.16666666666666669
P-0106,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.8333333333333334,0.0,0.16666666666666663,0.6666666666666666,0.16666666666666666,0.1666666666666667,0.3333333333333333,0.5,0.16666666666666674,0.3333333333333333,0.5,0.16666666666666674,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.3333333333333333,0.5,0.16666666666666674,0.0,0.6666666666666666,0.33333333333333337,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.6666666666666666,0.16666666666666674
P-0107,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.5,0.3333333333333333,0.16666666666666669,0.5,0.3333333333333333,0.16666666666666669,0.5,0.0,0.5,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.6666666666666666,1.1102230246251565e-16,0.0,0.6666666666666666,0.33333333333333337,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.5,0.3333333333333333,0.16666666666666669
P-0108,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.16666666666666666,0.33333333333333337,0.5,0.16666666666666666,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.3333333333333333,0.0,0.6666666666666667,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.16666666666666666,0.6666666666666666,0.16666666666666674,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.5,0.16666666666666674
P-0110,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.3333333333333333,0.16666666666666666,0.5000000000000001,0.16666666666666666,0.16666666666666666,0.6666666666666667,0.5,0.3333333333333333,0.16666666666666669,0.5,0.16666666666666666,0.33333333333333337,0.3333333333333333,0.5,0.16666666666666674,0.0,0.8333333333333334,0.16666666666666663,0.16666666666666666,0.5,0.33333333333333337,0.6666666666666666,0.16666666666666666,0.1666666666666667
